NO_OF_FRAMES	1250
NO_OF_CAMERAS	7
NO_OF_MARKERS	2
FREQUENCY	250
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2012-02-07, 11:23:15	9856.86093359
DATA_INCLUDED	3D
MARKER_NAMES	pointer_handle	pointer_tip
-20.920	117.777	206.305	-14.447	111.274	3.977
-21.003	117.702	206.244	-14.478	111.363	4.085
-20.955	117.739	206.315	-14.466	111.345	4.090
-20.914	117.735	206.223	-14.475	111.424	4.044
-20.903	117.716	206.253	-14.443	111.389	4.064
-20.905	117.708	206.189	-14.476	111.380	4.100
-20.863	117.870	206.244	-14.471	111.424	4.024
-20.872	117.760	206.243	-14.453	111.419	4.077
-20.796	117.781	206.269	-14.458	111.428	4.093
-20.828	117.870	206.248	-14.533	111.429	4.085
-20.864	117.789	206.199	-14.455	111.467	4.022
-20.831	117.803	206.156	-14.512	111.449	4.049
-20.787	117.750	206.183	-14.432	111.449	3.975
-20.783	117.617	206.094	-14.598	111.499	3.977
-20.731	117.736	206.055	-14.565	111.495	4.043
-20.813	117.610	206.100	-14.572	111.553	4.040
-20.726	117.696	206.107	-14.542	111.541	4.028
-20.800	117.635	206.100	-14.533	111.531	3.904
-20.769	117.682	206.050	-14.604	111.464	4.014
-20.822	117.637	206.131	-14.548	111.386	3.943
-20.806	117.609	206.087	-14.595	111.532	4.016
-20.792	117.674	206.122	-14.584	111.479	4.011
-20.761	117.709	206.075	-14.603	111.453	4.033
-20.825	117.604	206.065	-14.606	111.511	3.955
-20.765	117.635	206.136	-14.583	111.447	3.950
-20.801	117.687	206.100	-14.602	111.530	3.965
-20.815	117.611	206.073	-14.607	111.494	4.017
-20.817	117.657	206.088	-14.624	111.491	3.963
-20.803	117.744	206.137	-14.539	111.412	3.882
-20.822	117.656	206.131	-14.600	111.532	4.042
-20.812	117.725	206.089	-14.562	111.517	3.937
-20.809	117.726	206.120	-14.575	111.528	3.992
-20.886	117.691	206.103	-14.590	111.511	3.991
-20.878	117.677	206.142	-14.572	111.501	4.003
-20.881	117.562	206.015	-14.626	111.510	3.922
-20.946	117.710	206.136	-14.671	111.571	4.014
-20.921	117.565	206.164	-14.586	111.561	3.930
-20.892	117.629	206.105	-14.609	111.531	4.073
-20.949	117.602	206.121	-14.669	111.509	4.021
-21.015	117.623	206.113	-14.689	111.513	3.970
-20.895	117.625	206.026	-14.587	111.575	4.024
-20.941	117.604	206.112	-14.593	111.516	3.991
-20.995	117.530	206.086	-14.634	111.585	3.951
-20.990	117.522	206.093	-14.710	111.527	3.992
-21.110	117.493	206.062	-14.611	111.527	3.996
-21.058	117.453	206.095	-14.639	111.482	3.991
-21.111	117.450	206.105	-14.585	111.514	3.876
-21.094	117.455	206.012	-14.614	111.568	4.011
-21.154	117.427	206.035	-14.648	111.430	3.938
-21.196	117.369	206.018	-14.634	111.564	3.931
-21.224	117.324	206.078	-14.569	111.485	3.961
-21.229	117.327	206.082	-14.584	111.507	3.953
-21.245	117.306	206.045	-14.686	111.478	4.002
-21.232	117.324	206.041	-14.627	111.446	3.969
-21.252	117.285	206.030	-14.644	111.398	3.882
-21.256	117.253	205.978	-14.664	111.479	3.899
-21.283	117.268	205.992	-14.627	111.473	3.898
-21.284	117.145	206.002	-14.667	111.503	3.905
-21.350	117.124	205.970	-14.698	111.501	3.978
-21.348	117.230	206.060	-14.650	111.468	3.910
-21.376	117.130	206.000	-14.697	111.459	3.934
-21.422	117.147	205.987	-14.648	111.505	3.965
-21.350	117.161	206.044	-14.649	111.529	3.930
-21.441	117.160	206.076	-14.685	111.518	3.969
-21.380	117.116	206.094	-14.634	111.387	3.909
-21.404	117.078	206.030	-14.645	111.446	3.885
-21.429	117.135	206.012	-14.701	111.547	3.994
-21.437	117.003	205.955	-14.687	111.441	3.929
-21.468	116.964	205.999	-14.650	111.578	3.965
-21.391	116.946	206.019	-14.719	111.468	3.976
-21.420	117.016	205.998	-14.660	111.528	4.054
-21.436	116.957	205.952	-14.653	111.497	3.910
-21.533	117.027	205.986	-14.727	111.540	3.999
-21.533	116.962	205.998	-14.689	111.461	3.841
-21.480	116.925	205.995	-14.710	111.540	3.966
-21.452	116.936	205.951	-14.706	111.526	3.949
-21.511	116.923	205.971	-14.648	111.457	3.947
-21.519	116.979	205.971	-14.689	111.427	3.950
-21.534	116.941	206.005	-14.626	111.354	3.884
-21.561	116.979	205.976	-14.705	111.356	3.880
-21.535	117.006	205.993	-14.666	111.491	3.994
-21.537	116.912	206.012	-14.709	111.521	3.899
-21.598	116.955	205.993	-14.769	111.491	3.909
-21.588	116.923	205.962	-14.780	111.458	3.897
-21.588	116.946	206.002	-14.782	111.400	3.912
-21.617	117.002	206.006	-14.753	111.523	3.910
-21.619	116.984	206.072	-14.749	111.451	3.981
-21.566	117.005	205.980	-14.631	111.479	3.928
-21.632	117.066	206.007	-14.672	111.552	3.970
-21.672	116.984	206.035	-14.734	111.519	3.972
-21.598	117.046	206.059	-14.679	111.451	3.942
-21.604	116.961	205.993	-14.708	111.426	3.909
-21.655	117.149	206.083	-14.768	111.473	3.880
-21.652	116.996	206.012	-14.723	111.481	3.926
-21.635	117.145	206.031	-14.684	111.489	3.888
-21.705	117.150	206.044	-14.691	111.463	3.953
-21.669	117.043	205.991	-14.672	111.431	3.915
-21.636	117.175	206.036	-14.708	111.434	3.919
-21.667	117.196	206.072	-14.737	111.607	3.942
-21.642	117.243	206.071	-14.781	111.451	3.906
-21.632	117.234	206.043	-14.746	111.548	3.911
-21.637	117.252	206.032	-14.735	111.559	3.913
-21.682	117.233	206.005	-14.759	111.547	3.982
-21.686	117.195	205.981	-14.652	111.503	3.933
-21.653	117.328	206.120	-14.693	111.506	3.944
-21.625	117.297	206.045	-14.712	111.532	3.975
-21.723	117.251	206.039	-14.720	111.578	3.942
-21.669	117.253	206.125	-14.733	111.456	3.911
-21.694	117.291	206.122	-14.714	111.488	3.864
-21.643	117.275	206.013	-14.735	111.490	3.918
-21.551	117.276	206.012	-14.687	111.583	3.908
-21.666	117.319	206.018	-14.652	111.615	3.900
-21.633	117.294	206.026	-14.750	111.436	3.857
-21.595	117.328	206.070	-14.698	111.554	3.926
-21.632	117.425	206.103	-14.699	111.555	3.872
-21.571	117.375	206.046	-14.743	111.451	3.893
-21.607	117.340	206.079	-14.666	111.483	3.871
-21.551	117.382	206.141	-14.738	111.489	3.871
-21.557	117.420	206.054	-14.637	111.477	3.826
-21.584	117.485	206.104	-14.793	111.510	3.860
-21.604	117.450	206.109	-14.715	111.580	3.860
-21.536	117.393	206.058	-14.663	111.617	3.885
-21.509	117.471	206.090	-14.739	111.500	3.930
-21.602	117.455	206.121	-14.673	111.514	3.890
-21.550	117.491	206.055	-14.687	111.558	3.875
-21.576	117.431	206.001	-14.761	111.523	3.892
-21.568	117.639	206.113	-14.735	111.542	3.881
-21.585	117.538	206.099	-14.690	111.518	3.850
-21.575	117.617	206.125	-14.738	111.609	3.961
-21.583	117.636	206.094	-14.729	111.517	3.920
-21.587	117.553	206.079	-14.712	111.519	3.860
-21.609	117.723	206.123	-14.681	111.499	3.791
-21.556	117.735	206.142	-14.684	111.555	3.856
-21.620	117.632	206.087	-14.714	111.643	3.955
-21.576	117.694	206.135	-14.725	111.527	3.857
-21.572	117.720	206.129	-14.766	111.645	3.992
-21.615	117.676	206.113	-14.683	111.569	3.941
-21.553	117.807	206.125	-14.664	111.509	3.858
-21.570	117.702	206.072	-14.694	111.663	3.943
-21.540	117.806	206.099	-14.696	111.677	3.936
-21.553	117.878	206.212	-14.689	111.649	3.924
-21.600	117.843	206.209	-14.712	111.598	3.941
-21.547	117.908	206.114	-14.696	111.529	3.836
-21.559	117.913	206.159	-14.682	111.671	3.982
-21.525	117.996	206.123	-14.731	111.598	3.897
-21.519	118.055	206.196	-14.673	111.626	3.962
-21.545	118.036	206.107	-14.710	111.660	3.899
-21.521	118.123	206.151	-14.663	111.673	3.882
-21.554	118.173	206.198	-14.748	111.685	3.971
-21.452	118.134	206.150	-14.728	111.629	3.871
-21.503	118.198	206.162	-14.646	111.634	3.868
-21.505	118.331	206.216	-14.725	111.674	3.913
-21.457	118.260	206.212	-14.746	111.693	3.918
-21.459	118.354	206.193	-14.729	111.629	3.912
-21.490	118.145	206.189	-14.700	111.648	3.920
-21.510	118.378	206.274	-14.722	111.527	3.839
-21.454	118.429	206.257	-14.717	111.615	3.947
-21.482	118.361	206.177	-14.679	111.651	3.932
-21.441	118.366	206.197	-14.759	111.665	3.891
-21.372	118.451	206.221	-14.734	111.682	3.945
-21.429	118.434	206.194	-14.694	111.742	3.980
-21.376	118.550	206.229	-14.659	111.576	3.850
-21.391	118.514	206.238	-14.677	111.641	3.846
-21.336	118.503	206.228	-14.697	111.694	3.939
-21.355	118.462	206.267	-14.680	111.633	3.909
-21.233	118.428	206.193	-14.688	111.733	3.895
-21.297	118.584	206.274	-14.719	111.612	3.936
-21.267	118.579	206.260	-14.718	111.653	3.885
-21.220	118.580	206.234	-14.656	111.708	3.880
-21.233	118.622	206.290	-14.635	111.609	3.878
-20.948	118.713	206.263	-14.671	111.761	3.991
-21.108	118.732	206.306	-14.659	111.659	3.891
-21.109	118.728	206.306	-14.662	111.784	3.932
-21.098	118.807	206.300	-14.667	111.764	3.900
-21.053	118.835	206.337	-14.670	111.638	3.902
-20.990	118.773	206.311	-14.646	111.710	3.947
-20.966	118.830	206.306	-14.711	111.639	3.926
-20.837	118.855	206.292	-14.655	111.844	3.979
-20.850	118.867	206.325	-14.631	111.660	3.900
-20.850	118.915	206.333	-14.726	111.811	3.928
-20.784	118.904	206.269	-14.614	111.665	3.830
-20.792	118.926	206.301	-14.628	111.711	3.923
-20.544	119.007	206.339	-14.673	111.791	3.967
-20.542	119.026	206.335	-14.700	111.719	3.896
-20.709	118.962	206.338	-14.617	111.743	3.948
-20.465	119.062	206.314	-14.618	111.764	3.975
-20.657	118.957	206.381	-14.689	111.890	3.981
-20.582	119.082	206.373	-14.599	111.704	3.853
-20.491	119.139	206.339	-14.579	111.783	3.905
-20.497	119.120	206.410	-14.645	111.688	3.925
-20.321	119.200	206.354	-14.581	111.764	3.855
-20.434	119.106	206.388	-14.654	111.749	3.881
-20.289	119.294	206.368	-14.600	111.839	3.938
-20.263	119.225	206.354	-14.520	111.703	3.841
-20.203	119.246	206.404	-14.615	111.848	3.964
-20.287	119.262	206.359	-14.553	111.802	3.876
-20.139	119.316	206.380	-14.559	111.721	3.875
-20.124	119.403	206.383	-14.613	111.811	3.920
-20.222	119.369	206.406	-14.537	111.713	3.892
-20.105	119.505	206.351	-14.549	111.791	3.902
-20.039	119.594	206.388	-14.596	111.755	3.951
-19.991	119.549	206.387	-14.649	111.813	3.985
-19.918	119.645	206.420	-14.557	111.827	3.967
-19.907	119.709	206.408	-14.507	111.769	3.855
-19.880	119.646	206.396	-14.577	111.889	3.950
-19.832	119.765	206.297	-14.549	111.849	3.970
-19.729	119.771	206.454	-14.531	111.797	3.856
-19.767	119.779	206.370	-14.461	111.774	3.828
-19.791	119.685	206.355	-14.552	111.874	3.946
-19.742	119.757	206.372	-14.577	111.744	3.891
-19.685	119.820	206.320	-14.566	111.757	3.950
-19.641	119.915	206.400	-14.480	111.867	3.968
-19.737	119.810	206.356	-14.512	111.868	3.951
-19.573	119.812	206.370	-14.465	111.885	3.941
-19.583	119.868	206.376	-14.534	111.793	3.884
-19.534	119.907	206.314	-14.484	111.814	3.874
-19.538	119.917	206.369	-14.494	111.906	3.917
-19.578	119.922	206.419	-14.386	111.832	3.869
-19.494	120.016	206.385	-14.511	111.778	3.917
-19.596	119.970	206.406	-14.480	111.853	3.879
-19.521	120.079	206.409	-14.486	111.926	3.893
-19.356	120.028	206.303	-14.493	111.862	3.881
-19.407	120.089	206.281	-14.479	111.915	3.950
-19.451	120.077	206.435	-14.482	111.901	4.022
-19.410	120.126	206.409	-14.511	111.723	3.840
-19.291	120.132	206.263	-14.474	111.852	3.957
-19.391	120.048	206.376	-14.517	111.815	3.974
-19.268	120.066	206.303	-14.482	111.758	3.923
-19.253	120.118	206.231	-14.463	111.815	3.878
-19.307	119.963	206.380	-14.495	111.824	3.905
-19.227	120.108	206.351	-14.467	111.812	3.892
-19.285	120.003	206.349	-14.494	111.830	3.933
-19.088	119.960	206.309	-14.443	111.908	3.890
-19.174	119.968	206.320	-14.457	111.804	3.860
-19.305	119.841	206.376	-14.396	111.827	3.887
-19.343	119.792	206.359	-14.494	111.829	4.006
-19.172	119.917	206.387	-14.446	111.758	3.886
-19.234	119.755	206.370	-14.504	111.848	3.975
-19.191	119.854	206.306	-14.519	111.776	3.921
-19.231	119.762	206.386	-14.438	111.820	3.901
-19.204	119.782	206.435	-14.467	111.799	3.898
-19.229	119.652	206.348	-14.489	111.752	3.902
-19.202	119.736	206.405	-14.497	111.798	3.863
-19.224	119.673	206.293	-14.461	111.775	3.887
-19.199	119.541	206.366	-14.391	111.824	3.857
-19.141	119.608	206.395	-14.494	111.815	3.930
-19.152	119.616	206.339	-14.447	111.711	3.898
-19.170	119.537	206.347	-14.500	111.739	3.946
-19.128	119.498	206.346	-14.448	111.775	3.976
-19.169	119.491	206.335	-14.444	111.781	3.900
-19.083	119.412	206.351	-14.450	111.690	3.827
-19.088	119.356	206.352	-14.377	111.754	3.901
-19.126	119.295	206.364	-14.405	111.726	3.843
-19.028	119.278	206.326	-14.420	111.781	3.903
-19.061	119.265	206.312	-14.388	111.731	3.917
-18.961	119.323	206.376	-14.396	111.753	3.935
-18.927	119.166	206.330	-14.396	111.718	3.878
-18.883	119.204	206.318	-14.444	111.739	3.907
-18.966	119.150	206.345	-14.485	111.648	3.837
-18.900	119.114	206.355	-14.391	111.676	3.916
-18.859	119.083	206.343	-14.457	111.733	3.915
-18.826	119.065	206.306	-14.413	111.680	3.923
-18.797	118.973	206.266	-14.356	111.738	3.985
-18.790	118.905	206.275	-14.397	111.721	3.956
-18.733	118.973	206.314	-14.365	111.611	3.858
-18.771	118.964	206.346	-14.343	111.662	3.867
-18.695	118.819	206.285	-14.357	111.688	3.889
-18.701	118.802	206.243	-14.397	111.672	3.892
-18.674	118.829	206.219	-14.331	111.622	3.881
-18.625	118.804	206.284	-14.376	111.582	3.892
-18.604	118.833	206.244	-14.359	111.650	3.922
-18.624	118.788	206.280	-14.353	111.615	3.837
-18.526	118.873	206.215	-14.364	111.670	3.888
-18.566	118.793	206.224	-14.417	111.556	3.913
-18.538	118.851	206.285	-14.323	111.629	3.925
-18.513	118.788	206.226	-14.266	111.570	3.843
-18.487	118.828	206.245	-14.312	111.511	3.852
-18.501	118.826	206.236	-14.354	111.674	3.876
-18.449	118.747	206.217	-14.320	111.532	3.790
-18.465	118.809	206.283	-14.228	111.671	3.770
-18.504	118.829	206.302	-14.323	111.590	3.916
-18.468	118.829	206.274	-14.278	111.501	3.821
-18.374	118.787	206.226	-14.326	111.612	3.857
-18.386	118.900	206.269	-14.317	111.656	3.842
-18.356	118.907	206.301	-14.307	111.627	3.886
-18.417	118.840	206.242	-14.255	111.636	3.799
-18.284	118.864	206.246	-14.236	111.599	3.841
-18.297	118.870	206.201	-14.317	111.636	3.947
-18.329	118.960	206.281	-14.324	111.613	3.874
-18.298	118.971	206.268	-14.280	111.637	3.879
-18.322	118.902	206.256	-14.329	111.636	3.823
-18.265	118.956	206.283	-14.256	111.635	3.849
-18.245	118.867	206.262	-14.264	111.676	3.843
-18.216	118.942	206.208	-14.276	111.645	3.842
-18.205	118.984	206.305	-14.371	111.597	3.873
-18.166	119.033	206.305	-14.222	111.611	3.798
-18.179	119.117	206.272	-14.247	111.614	3.867
-18.094	118.946	206.200	-14.277	111.621	3.854
-18.155	119.057	206.310	-14.281	111.672	3.925
-18.144	119.027	206.234	-14.322	111.710	3.931
-18.085	119.149	206.290	-14.292	111.561	3.795
-18.134	119.068	206.276	-14.295	111.601	3.878
-18.129	119.038	206.294	-14.277	111.609	3.865
-18.091	119.037	206.243	-14.323	111.567	3.873
-18.075	119.095	206.255	-14.273	111.608	3.887
-18.074	119.028	206.249	-14.309	111.589	3.819
-18.066	119.142	206.342	-14.247	111.640	3.863
-18.061	119.114	206.234	-14.271	111.672	3.901
-18.012	119.103	206.243	-14.231	111.574	3.847
-18.034	119.016	206.294	-14.262	111.682	3.891
-18.000	119.113	206.299	-14.305	111.665	3.900
-18.022	119.153	206.315	-14.256	111.591	3.847
-17.964	119.055	206.280	-14.246	111.655	3.916
-18.002	119.075	206.299	-14.279	111.652	3.845
-17.888	119.021	206.232	-14.278	111.643	3.893
-17.971	119.033	206.225	-14.300	111.578	3.803
-17.923	119.063	206.272	-14.321	111.506	3.817
-17.874	119.093	206.285	-14.245	111.556	3.831
-17.942	119.122	206.354	-14.258	111.680	3.896
-17.837	119.064	206.291	-14.240	111.576	3.808
-17.784	119.035	206.218	-14.248	111.591	3.820
-17.814	119.030	206.241	-14.259	111.597	3.886
-17.777	119.010	206.263	-14.206	111.531	3.839
-17.766	119.113	206.274	-14.262	111.661	3.902
-17.708	119.121	206.259	-14.253	111.594	3.846
-17.754	119.041	206.249	-14.222	111.591	3.875
-17.725	119.088	206.258	-14.281	111.634	3.849
-17.683	119.130	206.289	-14.215	111.622	3.883
-17.650	119.021	206.265	-14.224	111.626	3.883
-17.644	119.156	206.270	-14.116	111.654	3.848
-17.616	119.142	206.270	-14.264	111.720	3.850
-17.596	119.146	206.305	-14.183	111.580	3.846
-17.584	119.321	206.455	-14.214	111.617	3.872
-17.572	119.135	206.250	-14.218	111.481	3.865
-17.602	119.154	206.280	-14.206	111.608	3.802
-17.504	119.219	206.336	-14.182	111.609	3.881
-17.551	119.235	206.302	-14.272	111.732	3.912
-17.553	119.140	206.318	-14.210	111.634	3.910
-17.569	119.293	206.349	-14.216	111.566	3.884
-17.444	119.223	206.269	-14.248	111.567	3.816
-17.496	119.239	206.277	-14.190	111.545	3.811
-17.509	119.251	206.256	-14.222	111.668	3.860
-17.484	119.300	206.288	-14.205	111.599	3.873
-17.470	119.291	206.289	-14.236	111.594	3.861
-17.417	119.417	206.378	-14.163	111.647	3.876
-17.442	119.283	206.285	-14.182	111.688	3.827
-17.469	119.431	206.346	-14.190	111.573	3.862
-17.460	119.343	206.254	-14.193	111.617	3.912
-17.384	119.443	206.339	-14.270	111.722	3.894
-17.389	119.434	206.280	-14.192	111.525	3.826
-17.428	119.451	206.327	-14.189	111.697	3.963
-17.423	119.508	206.332	-14.194	111.665	3.873
-17.392	119.569	206.375	-14.197	111.637	3.908
-17.406	119.572	206.310	-14.173	111.555	3.828
-17.355	119.528	206.317	-14.160	111.587	3.808
-17.368	119.601	206.376	-14.203	111.671	3.880
-17.302	119.602	206.297	-14.166	111.598	3.876
-17.310	119.691	206.282	-14.224	111.730	3.879
-17.248	119.671	206.271	-14.171	111.721	3.883
-17.286	119.732	206.342	-14.243	111.648	3.826
-17.316	119.817	206.387	-14.162	111.793	3.930
-17.240	119.749	206.300	-14.245	111.670	3.940
-17.283	119.721	206.360	-14.148	111.644	3.882
-17.227	119.717	206.320	-14.203	111.695	3.921
-17.225	119.839	206.285	-14.182	111.718	3.826
-17.136	119.723	206.312	-14.145	111.761	3.900
-17.189	119.824	206.317	-14.191	111.743	3.870
-17.192	119.839	206.334	-14.216	111.694	3.884
-17.189	119.775	206.367	-14.180	111.655	3.921
-17.269	119.815	206.454	-14.211	111.742	3.887
-17.239	119.832	206.334	-14.139	111.647	3.872
-17.225	119.802	206.383	-14.217	111.749	3.909
-17.227	119.946	206.366	-14.122	111.618	3.789
-17.203	119.748	206.302	-14.082	111.685	3.923
-17.249	119.814	206.342	-14.202	111.704	3.928
-17.211	119.830	206.323	-14.168	111.676	3.858
-17.233	119.829	206.420	-14.204	111.737	3.905
-17.241	119.835	206.267	-14.253	111.654	3.902
-17.193	119.783	206.250	-14.193	111.694	3.868
-17.291	119.761	206.367	-14.162	111.656	3.822
-17.255	119.884	206.339	-14.251	111.731	3.925
-17.292	119.805	206.343	-14.172	111.725	3.943
-17.311	119.781	206.348	-14.229	111.762	3.963
-17.308	119.802	206.380	-14.223	111.711	3.891
-17.353	119.768	206.340	-14.170	111.629	3.890
-17.374	119.775	206.366	-14.190	111.679	3.850
-17.390	119.770	206.335	-14.203	111.685	3.905
-17.376	119.728	206.359	-14.165	111.614	3.815
-17.363	119.721	206.318	-14.163	111.745	3.898
-17.426	119.655	206.314	-14.209	111.662	3.870
-17.464	119.662	206.349	-14.186	111.616	3.878
-17.449	119.618	206.358	-14.157	111.721	3.887
-17.422	119.516	206.282	-14.188	111.672	3.913
-17.498	119.560	206.302	-14.200	111.550	3.855
-17.534	119.513	206.317	-14.226	111.667	3.955
-17.534	119.588	206.329	-14.208	111.605	3.891
-17.490	119.403	206.344	-14.158	111.547	3.813
-17.530	119.441	206.318	-14.169	111.544	3.797
-17.565	119.408	206.359	-14.228	111.560	3.873
-17.579	119.366	206.411	-14.229	111.717	3.900
-17.553	119.358	206.364	-14.209	111.635	3.898
-17.569	119.228	206.302	-14.177	111.603	3.844
-17.615	119.203	206.307	-14.236	111.601	3.872
-17.678	119.130	206.317	-14.194	111.538	3.884
-17.659	119.152	206.313	-14.192	111.545	3.928
-17.728	119.112	206.369	-14.220	111.618	3.856
-17.641	119.075	206.256	-14.241	111.533	3.904
-17.713	118.969	206.308	-14.173	111.564	3.889
-17.744	118.987	206.318	-14.226	111.546	3.887
-17.729	118.900	206.234	-14.233	111.577	3.882
-17.731	118.859	206.330	-14.170	111.494	3.844
-17.799	118.794	206.276	-14.212	111.539	3.923
-17.874	118.735	206.294	-14.232	111.524	3.952
